REGION,YEAR,ANALYSIS_STRATUM,STRAT,RUG_CD,PROT,n,avmort,Var,SE,CV_perc,MORT_TYPE
FLK,2012,FMLR / PROT = 1,FMLR,NA,1,1,16.694711538461537,NA,NA,NA,Old
FLK,2012,FSLR / PROT = 0,FSLR,NA,0,18,8.639596873474604,2.4751931065714756,1.5732746443553571,18.210046919962718,Old
FLK,2012,FSLR / PROT = 1,FSLR,NA,1,3,7.649711399711399,10.849794455584496,3.293902617805283,43.059174989654544,Old
FLK,2012,HRRF / PROT = 0,HRRF,NA,0,11,15.365939138556923,7.425751895552997,2.725023283488234,17.734179856605575,Old
FLK,2012,HRRF / PROT = 1,HRRF,NA,1,14,15.279048683944195,2.7426513659194884,1.656095216441219,10.838994303235037,Old
SEFCRI,2012,INNR0 / PROT = 0,INNR0,0,0,4,13.937837381916328,12.876377801707912,3.588367010453071,25.745507801007957,Old
SEFCRI,2012,INNR1 / PROT = 0,INNR1,1,0,1,5,NA,NA,NA,Old
FLK,2012,INPR / PROT = 0,INPR,NA,0,9,16.82681454348121,29.710771746752503,5.45075882302203,32.39328994170011,Old
FLK,2012,INPR / PROT = 1,INPR,NA,1,1,15.214285714285714,NA,NA,NA,Old
Tortugas,2012,ISOL_HR / PROT = 2,ISOL_HR,NA,2,5,11.904416671218096,7.874504514209602,2.8061547559266224,23.57238353989409,Old
Tortugas,2012,ISOL_LR / PROT = 2,ISOL_LR,NA,2,7,11.443966273378038,5.475750283617802,2.3400321116638128,20.44773687517239,Old
Tortugas,2012,ISOL_MR / PROT = 2,ISOL_MR,NA,2,1,11.829268292682928,NA,NA,NA,Old
FLK,2012,MCPR / PROT = 0,MCPR,NA,0,31,13.163398297942905,1.8294847664361824,1.3525844766358153,10.275344147621734,Old
FLK,2012,MCPR / PROT = 1,MCPR,NA,1,6,8.726863758873359,1.0276074743362635,1.013709758430027,11.615968650814565,Old
SEFCRI,2012,MIDR0 / PROT = 0,MIDR0,0,0,4,9.029865967365968,2.463353125967856,1.5695072876440732,17.381291076925052,Old
SEFCRI,2012,NEAR0 / PROT = 0,NEAR0,0,0,19,10.849816064048383,2.9105316009777304,1.7060280188137973,15.724027105554713,Old
SEFCRI,2012,NEAR1 / PROT = 0,NEAR1,1,0,4,1.5275349650349646,0.7963584073997091,0.8923891569263429,58.420211474891936,Old
SEFCRI,2012,OFFR0 / PROT = 0,OFFR0,0,0,1,2.5,NA,NA,NA,Old
SEFCRI,2012,OFFR1 / PROT = 0,OFFR1,1,0,7,10.67473677505831,5.5193620895012625,2.349332264602277,22.008339072973946,Old
FLK,2012,OFPR / PROT = 0,OFPR,NA,0,17,14.601064257173626,5.35210968888949,2.3134627053163164,15.844479995214684,Old
FLK,2012,OFPR / PROT = 1,OFPR,NA,1,1,14.052868658131814,NA,NA,NA,Old
Tortugas,2012,SPGR_HR / PROT = 2,SPGR_HR,NA,2,9,14.273352108617809,6.225429789805974,2.495081118882906,17.480694793316655,Old
Tortugas,2012,SPGR_LR / PROT = 2,SPGR_LR,NA,2,5,13.035538766788767,1.7635707916432797,1.327995026964815,10.187496280155358,Old
FLK,2013,FMLR / PROT = 0,FMLR,NA,0,19,10.053023139305562,2.069118197642266,1.4384429768476281,14.308561284650462,Old
FLK,2013,FSLR / PROT = 0,FSLR,NA,0,5,12.423997326203208,11.340504766413037,3.3675665942061244,27.105339012780178,Old
FLK,2013,FSLR / PROT = 1,FSLR,NA,1,1,0,NA,NA,NA,Old
FLK,2013,HRRF / PROT = 0,HRRF,NA,0,7,5.904195011337868,2.6363449385801183,1.6236825239498387,27.50048941188205,Old
FLK,2013,HRRF / PROT = 1,HRRF,NA,1,9,12.235935179562631,13.183726884554622,3.63094022046007,29.674398950108337,Old
SEFCRI,2013,INNR1 / PROT = 0,INNR1,1,0,1,14.863636363636363,NA,NA,NA,Old
FLK,2013,INPR / PROT = 0,INPR,NA,0,8,17.405393217893216,32.99356809078467,5.744002793417207,33.00128139312714,Old
FLK,2013,INPR / PROT = 1,INPR,NA,1,2,11.803740530303031,16.237618158233616,4.029592803030303,34.13826992117772,Old
FLK,2013,MCPR / PROT = 0,MCPR,NA,0,14,12.398562529166249,0.8788370529536353,0.9374630941821845,7.561062760113571,Old
FLK,2013,MCPR / PROT = 1,MCPR,NA,1,2,15.467032967032967,10.777872539548364,3.282967032967033,21.225577264653637,Old
SEFCRI,2013,MIDR0 / PROT = 0,MIDR0,0,0,2,1.950501253132832,0.903452632207084,0.9505012531328321,48.7311275297141,Old
SEFCRI,2013,NEAR0 / PROT = 0,NEAR0,0,0,3,15.734848484848484,33.9561954775023,5.827194477405254,37.0336866161528,Old
SEFCRI,2013,NEAR1 / PROT = 0,NEAR1,1,0,1,0.5555555555555556,NA,NA,NA,Old
SEFCRI,2013,OFFR0 / PROT = 0,OFFR0,0,0,3,17.962962962962962,8.579818244170099,2.929132677802441,16.30651181457029,Old
SEFCRI,2013,OFFR1 / PROT = 0,OFFR1,1,0,2,8.800990675990676,69.66314783458577,8.346445221445222,94.83529217017052,Old
FLK,2013,OFPR / PROT = 0,OFPR,NA,0,8,18.590917820457463,21.737777171038108,4.662378917573958,25.078799027573943,Old
FLK,2013,OFPR / PROT = 1,OFPR,NA,1,1,13.76114081996435,NA,NA,NA,Old
